"CODICE CORSO DI STUDI";"CORSO DI STUDI";"CODICE TIPOLOGIA";TIPOLOGIA;URL;
006900;"CORSO AGGIUNTIVO PER IL SOSTEGNO";ASP;"Corso Abilitante";;
008501;"BIOLOGIA CELLULARE E MOLECOLARE";LM;"Laurea Magistrale";http://lmbiologia.campusnet.unito.it/do/home.pl/View?doc=LM_BiologiaCellulareMolecolare.html;
008703;FISICA;L;"Laurea triennale (DM270)";http://fisica.campusnet.unito.it/do/home.pl/View?doc=Orientamento/organizzazione_del_corso_di_studi.html;
008208;"BIOLOGIA DELL'AMBIENTE E DEL LAVORO";LS;"Laurea specialistica";www.biologia.unito.it;
070320;"CORSO DI LAUREA IN IGIENE DENTALE (ABILITANTE ALLA PROFESSIONE SANITARIA IN IGIENISTA DENTALE)";LT;"Laurea triennale (DM509)";www.medicina.unito.it;
006207;"PROGRAMMAZIONE E GESTIONE DEI SERVIZI EDUCATIVI E FORMATIVI";LS;"Laurea specialistica";www.sciform.unito.it;
070308;"ORTOTTICA ED ASSISTENZA OFTALMOLOGICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI ORTOTTISTA ED ASSISTENTE DI OFTALMOLOGIA )";LT;"Laurea triennale (DM509)";www.medicina.unito.it;
012310;"LINGUE E LETTERATURE MODERNE";LT;"Laurea triennale (DM509)";;
070315;"TECNICHE DI NEUROFISIOPATOLOGIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DI NEUROFISIOPATOLOGIA)";LT;"Laurea triennale (DM509)";www.medicina.unito.it;
102322;"ECONOMIA  E COMMERCIO";LT;"Laurea triennale (DM509)";www.econ.unito.it;
102205;"ECONOMIA E DIRITTO DELL'IMPRESA";LS;"Laurea specialistica";www.econ.unito.it;
009705;"STUDI INTERNAZIONALI, DELLO SVILUPPO E DELLA COOPERAZIONE";L;"Laurea triennale (DM270)";www.scipol.unito.it;
009502;"SCIENZE DEL GOVERNO E DELL'AMMINISTRAZIONE";LM;"Laurea Magistrale";www.scipol.unito.it;
005212;"CULTURE MODERNE COMPARATE";LS;"Laurea specialistica";www.lettere.unito.it;
008201;NEUROBIOLOGIA;LS;"Laurea specialistica";http://biologia.campusnet.unito.it;
008202;"SCIENZE BIOMOLECOLARI";LS;"Laurea specialistica";www.biologia.unito.it;
005306;"COMUNICAZIONE INTERCULTURALE";LT;"Laurea triennale (DM509)";www.lettere.unito.it;
102302;"CONSULENTE ECONOMICO-GIURIDICO D'IMPRESA";LT;"Laurea triennale (DM509)";www.econ.unito.it;
090204;"SCIENZE ASSICURATIVE E ATTUARIALI";LS;"Laurea specialistica";www.econ.unito.it;
001302;"VITICOLTURA E ENOLOGIA";LT;"Laurea triennale (DM509)";www.agraria.unito.it;
009307;"SCIENZE POLITICHE";LT;"Laurea triennale (DM509)";www.scipol.unito.it;
070307;"LOGOPEDIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI LOGOPEDISTA)";LT;"Laurea triennale (DM509)";www.medicina.unito.it;
102306;"ECONOMIA, TERRITORIO E AMBIENTE";LT;"Laurea triennale (DM509)";www.econ.unito.it;
102323;"ECONOMIA E GESTIONE  DEL TURISMO";LT;"Laurea triennale (DM509)";www.econ.unito.it;
009304;"SERVIZIO SOCIALE - CUNEO";LT;"Laurea triennale (DM509)";http://hal9000.cisi.unito.it/wf/FACOLTA/Scienze-Po/Cdl-triennali/Servizio-sociale-CUNEO/index.htm;
008237;"LOGICA COMPUTAZIONALE";LS;"Laurea specialistica";www.scienzemfn.unito.it;
008211;"FISICA DELLE TECNOLOGIE  AVANZATE";LS;"Laurea specialistica";www.ph.unito.it;
005202;"SCIENZE LINGUISTICHE";LS;"Laurea specialistica";www.lettere.unito.it;
055203;"SCIENZE STRATEGICHE E DELLE COMUNICAZIONI";LS;"Laurea specialistica";http://www.scienzestrat.unito.it/;
102505;"ECONOMIA E DIRITTO";LM;"Laurea Magistrale";www.econ.unito.it;
005510;"PRODUZIONE E ORGANIZZAZIONE DELLA COMUNICAZIONE E DELLA CONOSCENZA";LM;"Laurea Magistrale";http://www.didattica-cps.unito.it/do/home.pl/View?doc=corsi_di_studio/produzione_comunicazione/presentazione.html;
008519;"METODOLOGIE CHIMICHE AVANZATE";LM;"Laurea Magistrale";http://chimica.campusnet.unito.it/cgi-bin/home.pl/View?doc=LM_MCA.html;
0401M21;"COOPERAZIONE, SVILUPPO E INNOVAZIONE NELL’ ECONOMIA GLOBALE";LM;"Laurea Magistrale";http://www.didattica-est.unito.it/do/home.pl/View?doc=/corsi_di_laurea_magistrale/cooperazione_sviluppo_innovazione_lm81.html;
005703;STORIA;L;"Laurea triennale (DM270)";http://storia.campusnet.unito.it;
005109;"BIOETICA ED ETICA APPLICATA";M1;"Master di Primo Livello";;
006501;"TELEVISIONE E NUOVI MEDIA";LM;"Laurea Magistrale";http://sciformspec.campusnet.unito.it;
007832;RADIODIAGNOSTICA;SP5;"Scuola di Specializzazione";;
007831;PSICHIATRIA;SP5;"Scuola di Specializzazione";;
011104;"COMPETENZE RELAZIONALI PER INSEGNANTI CHE INTERAGISCONO CON ALUNNI E FAMIGLIE IN DIFFICOLTA'.";M2;"Master di Secondo Livello";;
007904;EPIDEMIOLOGIA;M2;"Master di Secondo Livello";;
007929;"MANAGEMENT OSTETRICO PER LE FUNZIONI DI COORDINAMENTO DELL'AREA MATERNO INFANTILE";M1;"Master di Primo Livello";;
700938;"ORGANIZZAZIONE E COORDINAMENTO DELLE PROFESSIONI TECNICO SANITARIE";M1;"Master di Primo Livello";;
070701;"INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE)";L;"Laurea triennale (DM270)";http://medtriennalito.campusnet.unito.it/cgi-bin/home.pl;
071101;"MEDICINA ORALE E CURE ODONTOIATRICHE IN PAZIENTI A RISCHIO.";M2;"Master di Secondo Livello";;
071106;"TERAPIE ESPRESSIVE E ABILITAZIONE IN PSICHIATRIA";M1;"Master di Primo Livello";;
008717;"CHIMICA E TECNOLOGIE CHIMICHE";L;"Laurea triennale (DM270)";http://chimicaetecnologie.campusnet.unito.it/do/home.pl;
006109;"TEATRO SOCIALE E DI COMUNITA'";M1;"Master di Primo Livello";;
010109;"RIABILITAZIONE EQUESTRE";M1;"Master di Primo Livello";;
007925;"MALATTIE RARE";M2;"Master di Secondo Livello";;
009113;"ECONOMIA DEL LAVORO APPLICATA PER LO SVILUPPO";M1;"Master di Primo Livello";;
371002;"BODY AFFECTIVE MINDFULNESS - ELABORARE LE EMOZIONI ATTRAVERSO LA CONSAPEVOLEZZA DEL CORPO";CPA;"Corso di Perfezionamento";;
092403;"POLITICHE ED ECONOMIA SANITARIA";CAFP;"Corsi di alta formazione professionale";;
090209;"SCIENZE DELLE RELIGIONI";LS;"Laurea specialistica";www.scipol.unito.it;
102202;"BUSINESS ADMINISTRATION";LS;"Laurea specialistica";www.econ.unito.it;
008105;"INFORMATICA GESTIONALE TECNOLOGIA E APPLICAZIONI DEI SISTEMI ERP-ENTERPRISE RESOURCE PLANNING";M1;"Master di Primo Livello";;
006104;"SCRITTURA DEI PRODOTTI AUDIOVISIVI E MULTIMEDIALI";M1;"Master di Primo Livello";;
007816;"MALATTIE DELL'APPARATO CARDIOVASCOLARE";SP5;"Scuola di Specializzazione";;
007823;"MEDICINA NUCLEARE";SP5;"Scuola di Specializzazione";;
102110;"DESTINAZIONE CULTURA - ECONOMIA E MANAGEMENT DELLA CULTURA";M1;"Master di Primo Livello";;
007819;"MEDICINA DEL LAVORO";SP5;"Scuola di Specializzazione";;
007603;"MEDICINA E CHIRURGIA";LM6;"Laurea Magistrale Ciclo Unico 6 anni";http://medchirurgia.campusnet.unito.it/do/home.pl;
010666;"CORSO SINGOLO";CS;"Corso Singolo";;
006513;"ARTI PERFORMATIVE";LM;"Laurea Magistrale";;
005710;"BENI CULTURALI - ARCHEOLOGIA, STORIA DELL'ARTE, ARCHIVISTICA E BIBLIOTECONOMIA";L;"Laurea triennale (DM270)";http://beniculturali.campusnet.unito.it/do/home.pl;
071808;"ORTOPEDIA E TRAUMATOLOGIA";SP5;"Scuola di Specializzazione";;
057204;"A038 - FISICA";TFA;"Tirocinio formativo attivo";;
102401;"ORGANIZZAZIONE E CONTROLLO DEI COSTI NELLA SANITA' PUBBLICA";CAFP;"Corsi di alta formazione professionale";;
090117;"INFERMIERISTICA DI FAMIGLIA E DI COMUNITA'";M1;"Master di Primo Livello";;
700978;"MEDICINA MATERNO FETALE";M2;"Master di Secondo Livello";;
090133;"PUBLIC PROCUREMENT MANAGEMENT FOR SUSTAINABLE DEVELOPMENT (IN RWANDA)";M1;"Master di Primo Livello";;
008113;"PROFESSIONE FORMATORE IN DIDATTICA DELLA MATEMATICA";M2;"Master di Secondo Livello";;
0402L31;"ECONOMIA E STATISTICA PER LE ORGANIZZAZIONI";L;"Laurea triennale (DM270)";http://www.didattica-est.unito.it/do/home.pl/View?doc=/corsi_di_laurea_triennale/economia_statistica_l33.html;
M22001;"DIREZIONE MEDICA DI PRESIDIO OSPEDALIERO";M2;"Master di Secondo Livello";;
PAS010;"A036 - FILOSOFIA, PSICOLOGIA E SCIENZE DELL'EDUCAZIONE";PAS;"Percorso abilitante speciale";;
M11007;"SOSTENIBILITA' DEL TERRITORIO E DELLA FILIERA AGROALIMENTARE";M1;"Master di Primo Livello";;
CFP003;"FORMARE I FORMATORI: GESTIONE D'AULA E METODOLOGIE DIDATTICHE";CAFP;"Corsi di alta formazione professionale";;
CFP035;"DIDATTICA E PSICOPEDAGOGIA PER ALUNNI CON DISABILITA' SENSORIALI";CAFP;"Corsi di alta formazione professionale";;
CFP027;"MANAGEMENT E PRODUTTIVITÀ DELL’AZIENDA PUBBLICA TERRITORIALE";CAFP;"Corsi di alta formazione professionale";;
TFA042;"A007 - ARTE DELLA FOTOGRAFIA E GRAFICA PUBBLICITARIA";TFA;"Tirocinio formativo attivo";;
TFA002;"A018 - DISCIPLINE GEOMETRICHE, ARCHITETTONICHE ARREDAMENTO E SCENOTECNICA";TFA;"Tirocinio formativo attivo";;
TFA003;"A019 - DISCIPLINE GIURIDICHE ED ECONOMICHE";TFA;"Tirocinio formativo attivo";;
CPA003;"MONITORAGGIO TERAPEUTICO DI FARMACI IN ONCOLOGIA E MEDICINA SPECIALISTICA";CPA;"Corso di Perfezionamento";;
PAS016;"A050 - MATERIE LETTERARIE NEGLI ISTITUTI DI ISTRUZIONE SECONDARIA DI II GRADO";PAS;"Percorso abilitante speciale";;
PAS017;"A051 - MATERIE LETTERARIE E LATINO NEI LICEI E NELL'ISTITUTO MAGISTRALE";PAS;"Percorso abilitante speciale";;
PAS020;"A061 - STORIA DELL'ARTE";PAS;"Percorso abilitante speciale";;
PASA04;"A048 - MATEMATICA APPLICATA";PAS;"Percorso abilitante speciale";;
M11022;"INTERNATIONAL TRADE LAW (ON LINE)";M1;"Master di Primo Livello";;
TFA049;"A064 - TECNICA E ORGANIZZAZIONE DELLA PRODUZIONE CINEMATOGRAFICA E TELEVISIVA";TFA;"Tirocinio formativo attivo";;
M21012;"LE CARDIOPATIE CONGENITE - DAL FETO ALL'ADULTO";M2;"Master di Secondo Livello";;
SSST1;"SCUOLA DI STUDI SUPERIORI FERDINANDO ROSSI";ECC;"Istituto d`eccellenza";;
M11024;"BUSINESS ADMINISTRATION - EXECUTIVE PROGRAM";M1;"Master di Primo Livello";;
M22007;"CURE ODONTOSTOMATOLOGICHE IN PAZIENTI A RISCHIO";M2;"Master di Secondo Livello";;
TFA009;"A646 - LINGUA E CIVILTA' STRANIERA (RUSSO)";TFA;"Tirocinio formativo attivo";;
M22008;"BIOINGEGNERIA DENTO-PARODONTALE";M2;"Master di Secondo Livello";;
TFA026;"A055 - NAVIGAZIONE AEREA ED ESERCITAZIONI";TFA;"Tirocinio formativo attivo";;
TFA027;"A056 - NAVIGAZIONE, ARTE NAVALE ED ELEMENTI DI COSTRUZIONI NAVALI";TFA;"Tirocinio formativo attivo";;
TFA006;"A039 - GEOGRAFIA";TFA;"Tirocinio formativo attivo";;
TFA007;"A048 - MATEMATICA APPLICATA";TFA;"Tirocinio formativo attivo";;
TFA044;"A009 - ARTE DELLA STAMPA E DEL RESTAURO DEL LIBRO";TFA;"Tirocinio formativo attivo";;
M11026;"GLOBAL MARKETING & RETAIL MANAGEMENT";M1;"Master di Primo Livello";;
102507;"FINANZA AZIENDALE E MERCATI FINANZIARI";LM;"Laurea Magistrale";http://www.famf.unito.it;
009212;"RELAZIONI INTERNAZIONALI E TUTELA DEI DIRITTI UMANI";LS;"Laurea specialistica";www.scipol.unito.it;
290202;"GEOGRAFIA PER LO SVILUPPO E LE RISORSE PAESISTICHE";LS;"Laurea specialistica";www.geografia.unito.it;
102301;"BANCA, BORSA E ASSICURAZIONE";LT;"Laurea triennale (DM509)";www.econ.unito.it;
001310;"PRODUZIONI ANIMALI";LT;"Laurea triennale (DM509)";www.agraria.unito.it;
005209;"LETTERATURA, FILOLOGIA E LINGUISTICA ITALIANA";LS;"Laurea specialistica";www.lettere.unito.it;
055205;"SCIENZE STRATEGICHE ED ECONOMICO-AMMINISTRATIVE";LS;"Laurea specialistica";www.scienzestrat.unito.it;
008306;"SCIENZA DEI MATERIALI";LT;"Laurea triennale (DM509)";www.scienzadeimateriali.unito.it;
009703;"SCIENZE POLITICHE";L;"Laurea triennale (DM270)";www.scipol.unito.it;
009503;"SVILUPPO, AMBIENTE E COOPERAZIONE";LM;"Laurea Magistrale";www.scipol.unito.it;
009702;"SCIENZE DELL'AMMINISTRAZIONE E CONSULENZA DEL LAVORO";L;"Laurea triennale (DM270)";http://www.didattica-cps.unito.it;
006204;"PROCESSI EDUCATIVI E FORMAZIONE CONTINUA IN ETÀ ADULTA";LS;"Laurea specialistica";www.sciform.unito.it;
070310;"TECNICHE AUDIOMETRICHE (ABILITANTE ALLA PROFESSIONE SANITARIA DI AUDIOMETRISTA)";LT;"Laurea triennale (DM509)";;
005301;LETTERE;LT;"Laurea triennale (DM509)";www.lettere.unito.it;
091303;"SCIENZE MOTORIE E SPORTIVE";LT;"Laurea triennale (DM509)";http://hal9000.cisi.unito.it/scienzemotorie;
009213;"COOPERAZIONE, SVILUPPO, MERCATI TRANSNAZIONALI (GIÀ COOPERAZIONE, SVILUPPO, E MERCATI INTERNAZIONALI)";LS;"Laurea specialistica";www.scipol.it;
055204;"SCIENZE STRATEGICHE E LOGISTICHE";LS;"Laurea specialistica";http://www.scienzestrat.unito.it/;
055301;"CORSO DI LAUREA  TRIENNALE INTERFACOLTA' IN SCIENZE STRATEGICHE";LT;"Laurea triennale (DM509)";www.scienzestrat.unito.it;
008230;"EVOLUZIONE E DIVERSITÀ NEI SISTEMI NATURALI ( GIÀ SCIENZE DELLA NATURA ED EDUCAZIONE AMBIENTALE)";LS;"Laurea specialistica";http://www.dba.unito.it/naturali.html;
008214;"SISTEMI PER IL TRATTAMENTO DELL'INFORMAZIONE";LS;"Laurea specialistica";http://www.educ.di.unito.it/index.html;
004305;"SCIENZE GIURIDICHE (TORINO)";LT;"Laurea triennale (DM509)";www.giurisprudenza.unito.it;
102312;"COMMERCIO ESTERO";LT;"Laurea triennale (DM509)";www.econ.unito.it;
009301;"SERVIZIO SOCIALE - TORINO";LT;"Laurea triennale (DM509)";www.scipol.unito.it;
008536;"GEOLOGIA APPLICATA ALL'INGEGNERIA E ALL'AMBIENTE";LM;"Laurea Magistrale";http://geologia.campusnet.unito.it;
001702;"VITICOLTURA ED ENOLOGIA";L;"Laurea triennale (DM270)";http://agraria-offdid.campusnet.unito.it/do/home.pl/View?doc=paginecds/vitic_enol_270.html;
090509;"SCIENZE DELLE RELIGIONI";LM;"Laurea Magistrale";http://www.lettere.unito.it/cgi-bin/home.pl;
090506;"SCIENZE DEGLI ALIMENTI E DELLA NUTRIZIONE UMANA";LM;"Laurea Magistrale";http://nutrizione.campusnet.unito.it/do/home.pl;
008705;"SCIENZE BIOLOGICHE";L;"Laurea triennale (DM270)";http://biologia.campusnet.unito.it/do/home.pl;
006507;"PROGRAMMAZIONE E GESTIONE DEI SERVIZI EDUCATIVI E FORMATIVI";LM;"Laurea Magistrale";http://sciformeduc.campusnet.unito.it;
005501;FILOSOFIA;LM;"Laurea Magistrale";http://filosofialm.campusnet.unito.it/;
008508;"BIOLOGIA DELL'AMBIENTE";LM;"Laurea Magistrale";http://lmbiologia.campusnet.unito.it/do/home.pl/View?doc=LMBA_HOME.html;
006504;"SCIENZE DELL'EDUCAZIONE DEGLI ADULTI E DELLA FORMAZIONE CONTINUA";LM;"Laurea Magistrale";http://sciformeduc.campusnet.unito.it;
090505;"BIOTECNOLOGIE APPLICATE ALLA SANITA' UMANA ED ANIMALE";LM;"Laurea Magistrale";;
008708;MATEMATICA;L;"Laurea triennale (DM270)";http://www.matematica.unito.it/do/home.pl;
008540;"CHIMICA INDUSTRIALE";LM;"Laurea Magistrale";http://chimicaindustriale.campusnet.unito.it;
2711M21;"CINEMA E MEDIA";LM;"Laurea Magistrale";http://cinema.campusnet.unito.it/do/home.pl;
102511;"ECONOMIA E MANAGEMENT INTERNAZIONALE";LM;"Laurea Magistrale";www.econ.unito.it;
005702;FILOSOFIA;L;"Laurea triennale (DM270)";http://filosofia.campusnet.unito.it/do/home.pl;
090504;SOCIOLOGIA;LM;"Laurea Magistrale";http://www.didattica-cps.unito.it;
004109;"INTERNATIONAL CRIME AND JUSTICE";M1;"Master di Primo Livello";;
009710;"SCIENZE POLITICHE E SOCIALI";L;"Laurea triennale (DM270)";http://www.didattica-cps.unito.it;
071719;"TECNICA DELLA RIABILITAZIONE PSICHIATRICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI TECNICO DELLA RIABILITAZIONE PSICHIATRICA)";L;"Laurea triennale (DM270)";http://riabilitazione.campusnet.unito.it/cgi-bin/home.pl;
009111;"ANALISI DELLE POLITICHE PUBBLICHE";M2;"Master di Secondo Livello";;
009104;"PEACEKEEPING MANAGEMENT";M1;"Master di Primo Livello";;
012503;"LINGUE STRANIERE PER LA  COMUNICAZIONE INTERNAZIONALE";LM;"Laurea Magistrale";http://www.dipartimentolingue.unito.it/comunicazioneinternazionale/oss-home.asp;
700970;"DERMATOPATOLOGIA PRATICA";M2;"Master di Secondo Livello";;
006510;"SCIENZE DELLA FORMAZIONE PRIMARIA";LM5;"Laurea Magistrale Ciclo Unico 5 anni";http://formazioneprimaria.campusnet.unito.it/do/home.pl;
005107;"SVILUPPO SOSTENIBILE E PROMOZIONE DEL TERRITORIO";M1;"Master di Primo Livello";;
102121;"SISTEMI DI GESTIONE E RESPONSABILITA' SOCIALE";M1;"Master di Primo Livello";;
091105;"TRAUMATOLOGIA DA SPORT: LE SCIENZE MOTORIE APPLICATE AL RECUPERO FUNZIONALE";M1;"Master di Primo Livello";;
092130;"GENERAL MANAGEMENT - ALTO APPRENDISTATO";M1;"Master di Primo Livello";;
010803;"PATOLOGIA SUINA";SP3;"Scuola di Specializzazione";;
700954;"PATOLOGIA DELLE MUCOSE GENGIVALI NON INDOTTA DA PLACCA BATTERICA";M1;"Master di Primo Livello";;
007921;PARODONTOLOGIA;M2;"Master di Secondo Livello";;
006119;"MANAGEMENT DELLE ISTITUZIONI SCOLASTICHE E FORMATIVE";M2;"Master di Secondo Livello";;
090121;"PUBLIC PROCUREMENT (GESTIONE DEGLI APPALTI PUBBLICI)";M1;"Master di Primo Livello";;
091503;"SCIENZE DELL'EDUCAZIONE MOTORIA E DELLE ATTIVITÀ ADATTATE";LM;"Laurea Magistrale";http://educazionemotoria.campusnet.unito.it/do/home.pl;
070721;"INFERMIERISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI INFERMIERE)";L;"Laurea triennale (DM270)";http://medtriennalias.campusnet.unito.it/cgi-bin/home.pl;
007833;"ANATOMIA PATOLOGICA";SP5;"Scuola di Specializzazione";;
009506;"COMUNICAZIONE PUBBLICA E POLITICA";LM;"Laurea Magistrale";http://www.cpp.unito.it/;
009708;"SCIENZE POLITICHE E DELL'AMMINISTRAZIONE";L;"Laurea triennale (DM270)";;
005505;"ARCHEOLOGIA E STORIA ANTICA";LM;"Laurea Magistrale";http://archeologia.campusnet.unito.it/;
057104;"A245 - LINGUA STRANIERA (FRANCESE)";TFA;"Tirocinio formativo attivo";;
057207;"A050 - MATERIE LETTERARIE NEGLI ISTITUTI DI ISTRUZIONE SECONDARIA DI II GRADO";TFA;"Tirocinio formativo attivo";;
057214;"A546 - LINGUA E CIVILTÀ STRANIERA (TEDESCO)";TFA;"Tirocinio formativo attivo";;
057203;"A037 - FILOSOFIA E STORIA";TFA;"Tirocinio formativo attivo";;
007843;"ENDOCRINOLOGIA E MALATTIE DEL METABOLISMO";SP5;"Scuola di Specializzazione";;
057107;"A033 - TECNOLOGIA";TFA;"Tirocinio formativo attivo";;
092138;"AUDITING, ACCOUNTING AND CONTROL - ALTO APPRENDISTATO";M2;"Master di Secondo Livello";;
092142;"INFORMATION SYSTEMS INTEGRATION AND AUDITING";M1;"Master di Primo Livello";;
M22003;"REUMATOLOGIA PRATICA";M2;"Master di Secondo Livello";;
005706;"COMUNICAZIONE INTERCULTURALE";L;"Laurea triennale (DM270)";http://www.didattica-cps.unito.it;
CPA001;"CHINESIOLOGIA: EDUCAZIONE ALLA SALUTE E SUA SOSTENIBILITA'";CPA;"Corso di Perfezionamento";;
M21008;"PATHWAYS IN GINECOLOGICAL ONCOLOGY";M2;"Master di Secondo Livello";;
PAS002;"A032 - EDUCAZIONE MUSICALE NELLA SCUOLA MEDIA";PAS;"Percorso abilitante speciale";;
M12004;"RICERCA CLINICA PER LE PROFESSIONI INFERMIERISTICHE E OSTETRICA";M1;"Master di Primo Livello";;
CFP019;"LA FISCALITA' DEI COMUNI (I TRIBUTI COMUNALI)";CAFP;"Corsi di alta formazione professionale";;
M11016;"PUBLIC PROCUREMENT MANAGEMENT FOR SUSTAINABLE DEVELOPMENT (IN RWANDA)";M1;"Master di Primo Livello";;
CFP022;"SALUTE E SICUREZZA NELLA SCUOLA";CAFP;"Corsi di alta formazione professionale";;
CFP023;"NUOVE TECNOLOGIE APPLICATE ALLA DIDATTICA PER GLI INSEGNAMENTI DELLA MEDIA EDUCATION";CAFP;"Corsi di alta formazione professionale";;
CFP033;"GESTIRE E CONOSCERE LE RISORSE BIBLIOGRAFICHE A SUPPORTO DI RICERCA E DIDATTICA";CAFP;"Corsi di alta formazione professionale";;
TFA038;"A003 - ARTE DEL DISEGNO ANIMATO";TFA;"Tirocinio formativo attivo";;
TFA040;"A005 - ARTE DEL VETRO";TFA;"Tirocinio formativo attivo";;
TFA001;"A017 - DISCIPLINE ECONOMICO-AZIENDALI";TFA;"Tirocinio formativo attivo";;
TFA004;"A021- DISCIPLINE PITTORICHE";TFA;"Tirocinio formativo attivo";;
102408;"LA CORPORATE SOCIAL RESPONSABILITY APPLICATA ATTRAVERSO IL BRANDED CONTENT, COME STRUMENTO DI COMUNICAZIONE INTEGRATA DEL VALORE CREATO PER LA COLLETTIVITA'";CAFP;"Corsi di alta formazione professionale";;
0901M21;"GEOGRAFIA E SCIENZE TERRITORIALI";LM;"Laurea Magistrale";http://geografia.campusnet.unito.it/do/home.pl;
003503;FARMACIA;LM5;"Laurea Magistrale Ciclo Unico 5 anni";http://www.farmacia-dstf.unito.it/do/home.pl/View?doc=farmacia1.html;
010701;"PRODUZIONI E GESTIONE DEGLI ANIMALI IN ALLEVAMENTO E SELVATICI";L;"Laurea triennale (DM270)";http://veterinaria.campusnet.unito.it/do/home.pl/View?doc=laurea_1_livello/nuovo_cl/home_cl_nuovo.html;
PAS014;"A047 - MATEMATICA";PAS;"Percorso abilitante speciale";;
PAS015;"A049 - MATEMATICA E FISICA";PAS;"Percorso abilitante speciale";;
PASA05;"A050 - MATERIE LETTERARIE NEGLI ISTITUTI DI ISTRUZIONE SECONDARIA DI II GRADO (UPO)";PAS;"Percorso abilitante speciale";;
PASP07;"C320 - LABORATORIO MECCANICO-TECNOLOGICO";PAS;"Percorso abilitante speciale";;
