"CODICE CORSO DI STUDI";"CORSO DI STUDI";"CODICE TIPOLOGIA";TIPOLOGIA;URL;
090126;"RESPONSABILITA' E GESTIONE DELLA QUALITA' NELL'IMPRESA ALIMENTARE  (REGIA)";M1;"Master di Primo Livello";;
102122;"LEADERSHIP, QUALITA' E MANAGEMENT NELLA DIRIGENZA DEL MIUR";M2;"Master di Secondo Livello";;
102123;"ECONOMIA E POLITICA SANITARIA (M.E.P.SA.)";M1;"Master di Primo Livello";;
070718;"DIETISTICA (ABILITANTE ALLA PROFESSIONE SANITARIA DI DIETISTA)";L;"Laurea triennale (DM270)";http://dietistica.campusnet.unito.it/cgi-bin/home.pl;
102124;"BUSINESS ADMINISTRATION ENGLISH VERSION (MBA)";M1;"Master di Primo Livello";;
102127;"MANAGEMENT & GOVERNANCE DELLE ASSICURAZIONI";M2;"Master di Secondo Livello";;
006203;"TEATRO E ARTI DELLA SCENA";LS;"Laurea specialistica";www.sciform.unito.it;
005504;"SCIENZE STORICHE E DOCUMENTARIE";LM;"Laurea Magistrale";www.lettere.unito.it;
007828;"ONCOLOGIA MEDICA";SP5;"Scuola di Specializzazione";;
007806;"ANESTESIA RIANIMAZIONE E TERAPIA INTENSIVA";SP5;"Scuola di Specializzazione";;
007834;"CHIRURGIA MAXILLO-FACCIALE";SP5;"Scuola di Specializzazione";;
007839;UROLOGIA;SP5;"Scuola di Specializzazione";;
007840;"CHIRURGIA VASCOLARE";SP5;"Scuola di Specializzazione";;
007808;"CHIRURGIA GENERALE";SP6;"Scuola di Specializzazione";;
007830;PEDIATRIA;SP5;"Scuola di Specializzazione";;
007804;"PATOLOGIA CLINICA";SP5;"Scuola di Specializzazione";;
007822;"MEDICINA LEGALE";SP5;"Scuola di Specializzazione";;
007820;"MEDICINA FISICA E RIABILITATIVA";SP5;"Scuola di Specializzazione";;
007826;"NEUROPSICHIATRIA INFANTILE";SP5;"Scuola di Specializzazione";;
003701;"TECNICHE ERBORISTICHE";L;"Laurea triennale (DM270)";http://www.farmacia-dstf.unito.it/do/home.pl/View?doc=Corso_TE.html;
092701;"MANAGEMENT DELL'INFORMAZIONE E DELLA COMUNICAZIONE AZIENDALE";L;"Laurea triennale (DM270)";http://saa.campusnet.unito.it;
001717;"SCIENZE E TECNOLOGIE AGRARIE";L;"Laurea triennale (DM270)";http://agraria-offdid.campusnet.unito.it/do/home.pl/View?doc=paginecds/sc_agrarie_270.html;
071806;NEUROLOGIA;SP5;"Scuola di Specializzazione";;
071809;OTORINOLARINGOIATRIA;SP5;"Scuola di Specializzazione";;
057201;"A029 - EDUCAZIONE FISICA";TFA;"Tirocinio formativo attivo";;
071811;RADIODIAGNOSTICA;SP5;"Scuola di Specializzazione";;
092133;"BUSINESS ADMINISTRATION";M1;"Master di Primo Livello";;
011105;"COMPETENZE RELAZIONALI PER INSEGNANTI CHE INTERAGISCONO CON ALUNNI E FAMIGLIE CON BISOGNI EDUCATIVI SPECIALI";M2;"Master di Secondo Livello";;
371003;"ALLERGOLOGIA PEDIATRICA";CPA;"Corso di Perfezionamento";;
008112;"SERVIZI SOFTWARE E CLOUD COMPUTING";M1;"Master di Primo Livello";;
700976;"IMPLANTOLOGIA PROTESICA";M2;"Master di Secondo Livello";;
700980;"SENOLOGIA PER LE PROFESSIONI SANITARIE - BREAST NURSE";M1;"Master di Primo Livello";;
102403;"RIFORMA FEDERALISTA E ARMONIZZAZIONE DEI SISTEMI DI CONTABILITA' E BILANCIO PUBBLICI";CAFP;"Corsi di alta formazione professionale";;
303203;"FARMACIA DI COMUNITA'";CPA;"Corso di Perfezionamento";;
102412;"LABORATORIO PER LA FINANZA D'IMPRESA";CAFP;"Corsi di alta formazione professionale";;
PAS003;"A043 - ITALIANO, STORIA E GEOGRAFIA NELLA SCUOLA SECONDARIA DI I GRADO";PAS;"Percorso abilitante speciale";;
PAS006;"A017 - DISCIPLINE ECONOMICO-AZIENDALI";PAS;"Percorso abilitante speciale";;
M11014;"WORLD HERITAGE AND CULTURAL PROJECTS FOR DEVELOPMENT";M1;"Master di Primo Livello";;
CFP011;"QUANDO LE RISORSE SCARSEGGIANO. IL FOUND-RAISING E GLI OBBLIGHI IN MATERIA DI TRASPARENZA";CAFP;"Corsi di alta formazione professionale";;
CFP015;"ECONOMIA E FINANZA DEI SISTEMI SANITARI";CAFP;"Corsi di alta formazione professionale";;
CFP016;"MOVIMENTO E ALIMENTAZIONE PER UNA SALUTE COLLETTIVA SOSTENIBILE";CAFP;"Corsi di alta formazione professionale";;
CFP018;"GLI SVILUPPI NEL SETTORE DELLA SICUREZZA ALIMENTARE: CONOSCERE, GESTIRE E IMPLEMENTARE IL SISTEMA";CAFP;"Corsi di alta formazione professionale";;
TFA041;"A006 - ARTE DELLA CERAMICA";TFA;"Tirocinio formativo attivo";;
TFA005;"A022 - DISCIPLINE PLASTICHE";TFA;"Tirocinio formativo attivo";;
102409;"NUOVI APPROCCI E MODELLI DI PROCUREMENT APPLICATI AL SETTORE SANITARIO";CAFP;"Corsi di alta formazione professionale";;
M22002;"TERAPIA PARODONTALE: DALLA BIOLOGIA ALLA CLINICA";M2;"Master di Secondo Livello";;
005704;"SCIENZE DELLA COMUNICAZIONE";L;"Laurea triennale (DM270)";http://comunicazione.campusnet.unito.it/do/home.pl;
2601L31;"BENI CULTURALI";L;"Laurea triennale (DM270)";http://beniculturali.campusnet.unito.it;
PAS026;"A246 - LINGUA E CIVILTA' STRANIERA (FRANCESE)";PAS;"Percorso abilitante speciale";;
055302;"LAUREA TRIENNALE INTERDIPARTIMENTALE IN SCIENZE STRATEGICHE";LT;"Laurea triennale (DM509)";http://www.suiss.unito.it/do/home.pl;
M21014;"CHIRURGIA DEL GINOCCHIO";M2;"Master di Secondo Livello";;
TFA032;"A068 - TECNOLOGIE DELL'ABBIGLIAMENTO";TFA;"Tirocinio formativo attivo";;
M11018;"OCCUPATIONAL SAFETY AND HEALTH";M1;"Master di Primo Livello";;
TFA046;"A044 - LINGUAGGIO PER LA CINEMATOGRAFIA E LA TELEVISIONE";TFA;"Tirocinio formativo attivo";;
CFP037;"CREDIT ACADEMY";CAFP;"Corsi di alta formazione professionale";;
M12009;"COORDINAMENTO INFERMIERISTICO DI DONAZIONE E TRAPIANTO DI ORGANI, TESSUTI E CELLULE";M1;"Master di Primo Livello";;
TFA036;"A001 - AEROTECNICA E COSTRUZIONI AERONAUTICHE";TFA;"Tirocinio formativo attivo";;
TFA059;"A345,A346: LINGUA STRANIERA (INGLESE) , LINGUA E CIVILTA' STRANIERA (INGLESE)";TFA;"Tirocinio formativo attivo";;
TFA011;"A023 - DISEGNO E MODELLAZIONE ODONTOTECNICA";TFA;"Tirocinio formativo attivo";;
1203M21;"STOCHASTICS AND DATA SCIENCE";LM;"Laurea Magistrale";;
010804;"CLINICA BOVINA";SP3;"Scuola di Specializzazione";;
TFA045;"A010 - ARTI DEI METALLI E DELL'OREFICERIA";TFA;"Tirocinio formativo attivo";;
TFA016;"A030 - EDUCAZIONE FISICA NELLA SCUOLA MEDIA";TFA;"Tirocinio formativo attivo";;
006010;"SCIENZE DELLA FORMAZIONE PRIMARIA";LV;"Laurea vecchio ordinamento";http://sciformprim.campusnet.unito.it/cgi-bin/home.pl;
004702;"DIRITTO DELLE AMMINISTRAZIONI NAZIONALI E INTERNAZIONALI";L;"Laurea triennale (DM270)";www.giurisprudenza.unito.it;
001203;"SCIENZE E TECNOLOGIE AGROALIMENTARI";LS;"Laurea specialistica";www.agraria.unito.it;
102206;"ECONOMIA DELLE ISTITUZIONI, DELL'AMBIENTE E DEL TERRITORIO";LS;"Laurea specialistica";;
009210;"RELAZIONI PUBBLICHE E RETI MEDIALI";LS;"Laurea specialistica";www.scipol.unito.it;
155302;"CORSO DI LAUREA INTERFACOLTÀ E INTERATENEO IN SCIENZE STRATEGICHE";LT;"Laurea triennale (DM509)";;
005201;"FILOSOFIA E STORIA DELLE IDEE";LS;"Laurea specialistica";www.lettere.unito.it;
012202;"LINGUE E LETTERATURE MODERNE COMPARATE";LS;"Laurea specialistica";;
005309;"BENI CULTURALI ARCHIVISTICI E LIBRARI";LT;"Laurea triennale (DM509)";;
008310;"SCIENZE GEOLOGICHE";LT;"Laurea triennale (DM509)";www.geologia.unito.it;
005304;"SCIENZE DELLA COMUNICAZIONE";LT;"Laurea triennale (DM509)";www.scidecom.unito.it;
001311;"SCIENZE FORESTALI E AMBIENTALI";LT;"Laurea triennale (DM509)";www.agraria.it;
009206;"ANALISI E VALUTAZIONE DEI SISTEMI COMPLESSI";LS;"Laurea specialistica";www.scipol.unito.it;
011203;"PSICOLOGIA DELLO SVILUPPO E DELL'EDUCAZIONE";LS;"Laurea specialistica";www.psicologia.unito.it;
055202;"SCIENZE STRATEGICHE E DEI SISTEMI INFRASTRUTTURALI";LS;"Laurea specialistica";http://www.scienzestrat.unito.it/;
070306;"FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA)";LT;"Laurea triennale (DM509)";http://medcto.campusnet.unito.it/cgi-bin/home.pl;
090301;"SCIENZE GEOGRAFICHE E TERRITORIALI";LT;"Laurea triennale (DM509)";www.econ.unito.it;
070205;"SCIENZE DELLE PROFESSIONI SANITARIE TECNICHE DIAGNOSTICHE";LS;"Laurea specialistica";;
012704;"SCIENZE DEL TURISMO";L;"Laurea triennale (DM270)";;
011503;"PSICOLOGIA DELLO SVILUPPO E DELL'EDUCAZIONE";LM;"Laurea Magistrale";http://www.psicologia.unito.it/do/home.pl/View?doc=offerta_formativa/corsi_di_studi/magistrali/11-12/sviluppo.html;
009706;"SCIENZE SOCIALI";L;"Laurea triennale (DM270)";www.scipol.unito.it;
009501;"SCIENZE INTERNAZIONALI";LM;"Laurea Magistrale";http://www.didattica-cps.unito.it;
102303;"ECONOMIA AZIENDALE";LT;"Laurea triennale (DM509)";www.econ.unito.it;
009204;"PROGRAMMAZIONE DELLE POLITICHE E DEI SERVIZI SOCIALI";LS;"Laurea specialistica";www.scipol.unito.it;
008227;"CHIMICA CLINICA, FORENSE E DELLO SPORT";LS;"Laurea specialistica";www.chimicaforense.unito.it;
001204;"SCIENZE FORESTALI E AMBIENTALI";LS;"Laurea specialistica";www.agraria.unito.it;
102210;"PROFESSIONI CONTABILI";LS;"Laurea specialistica";www.econ.unito.it;
007601;"MEDICINA E CHIRURGIA (TORINO)";LC6;"Laurea Ciclo Unico 6 anni";www.medicina.unito.it;
012203;"LINGUE STRANIERE PER LA COMUNICAZIONE  INTERNAZIONALE";LS;"Laurea specialistica";www.lingue.unito.it;
090201;"BIOTECNOLOGIE APPLICATE ALLA SANITA' UMANA ED ANIMALE";LS;"Laurea specialistica";www.veter.unito.it;
001503;"SCIENZE E TECNOLOGIE ALIMENTARI";LM;"Laurea Magistrale";http://agraria-offdid.campusnet.unito.it/do/home.pl/View?doc=paginecds/tec_agrolimentari__270_magistrale.html;
006506;"METODOLOGIE DELLA STORIA DELL'ARTE";LM;"Laurea Magistrale";http://sciformspec.campusnet.unito.it;
005506;"COMUNICAZIONE E CULTURE DEI MEDIA";LM;"Laurea Magistrale";http://media.campusnet.unito.it/do/home.pl;
102506;"ECONOMIA , ISTITUZIONI E TERRITORIO";LM;"Laurea Magistrale";www.econ.unito.it;
102509;"FINANCE AND INSURANCE";LM;"Laurea Magistrale";www.econ.unito.it;
008541;"SCIENZE  PER I BENI CULTURALI";LM;"Laurea Magistrale";http://stbeniculturali.campusnet.unito.it/cgi-bin/home.pl;
102503;ECONOMICS;LM;"Laurea Magistrale";www.econ.unito.it;
009704;"SERVIZIO SOCIALE";L;"Laurea triennale (DM270)";http://www.didattica-cps.unito.it;
102504;"ECONOMIA E DIREZIONE DELLE IMPRESE";LM;"Laurea Magistrale";http://www.econ.unito.it/didattica/info/dida020/ecodir;
005507;"STORIA DEL PATRIMONIO ARCHEOLOGICO E STORICO ARTISTICO";LM;"Laurea Magistrale";http://www.lettere.unito.it;
006503;"TEATRO E ARTI DELLA SCENA";LM;"Laurea Magistrale";http://sciformspec.campusnet.unito.it;
700946;"TECNICHE CHIRURGICHE AVANZATE IN MICRONEUROCHIRURGIA";M2;"Master di Secondo Livello";;
004502;"SCIENZE GIURIDICHE PER LE AMMINISTRAZIONI PUBBLICHE E PRIVATE";LM;"Laurea Magistrale";www.giurisprudenza.unito.it;
092117;"IT INFRASTRUCTURE";M1;"Master di Primo Livello";;
004704;"SCIENZE DEL DIRITTO ITALIANO ED EUROPEO";L;"Laurea triennale (DM270)";http://www.giurisprudenza.unito.it/do/home.pl/View?doc=/Corsi_di_laurea/2014_15/Scienze_del_diritto_italiano_ed_europeo_2014_15.html;
071801;"CHIRURGIA TORACICA";SP5;"Scuola di Specializzazione";;
007805;"FISICA MEDICA";SP4;"Scuola di Specializzazione";;
206023;"PSICOLOGIA DELLA SALUTE";SP5;"Scuola di Specializzazione";;
306209;"DIDATTICA DELL'ITALIANO L2 (PERFIL 2)";CPA;"Corso di Perfezionamento";;
090512;"CONSERVAZIONE E RESTAURO DEI BENI CULTURALI (ABILITANTE AI SENSI DEL D.LGS N.42/2004)";LM5;"Laurea Magistrale Ciclo Unico 5 anni";http://conservazionerestauro.campusnet.unito.it/do/home.pl;
070706;"FISIOTERAPIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI FISIOTERAPISTA)";L;"Laurea triennale (DM270)";http://medcto.campusnet.unito.it/do/home.pl;
007932;"CHIRURGIA LAPAROSCOPICA";M2;"Master di Secondo Livello";;
004110;"INTELLECTUAL PROPERTY";M2;"Master di Secondo Livello";;
700936;DEGLUTOLOGIA;M1;"Master di Primo Livello";;
006116;"COORDINATORE PEDAGOGICO NEI SERVIZI PER LA PRIMA INFANZIA";M1;"Master di Primo Livello";;
090125;"MANAGEMENT DELLA FORMAZIONE, DELLE POLITICHE DEL LAVORO E DELLE POLITICHE SOCIALI NEL NUOVO WELFARE LOCALE";M1;"Master di Primo Livello";;
700968;"ORGANIZZAZIONE E COORDINAMENTO DELL'ASSISTENZA INFERMIERISTICA.";M1;"Master di Primo Livello";;
700941;"ORGANIZZAZIONE E COORDINAMENTO DELL'ASSISTENZA INFERMIERISTICA";M1;"Master di Primo Livello";;
070723;"EDUCAZIONE PROFESSIONALE (ABILITANTE ALLA PROFESSIONE SANITARIA DI EDUCATORE PROFESSIONALE)";L;"Laurea triennale (DM270)";http://eduprof.campusnet.unito.it;
008542;"SCIENZE GEOLOGICHE APPLICATE";LM;"Laurea Magistrale";http://geologia.campusnet.unito.it/do/home.pl/View?doc=SGAM.htm;
102105;"MARKETING E COMUNICAZIONE";M1;"Master di Primo Livello";;
092126;"ANALISTI DI PRODUZIONE CINEMATOGRAFICA E TELEVISIVA E COMUNICAZIONE CROSS-MEDIALE";M1;"Master di Primo Livello";;
070705;"OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O)";L;"Laurea triennale (DM270)";http://medsanna.campusnet.unito.it/do/home.pl;
700948;"EPATOLOGIA AVANZATA";M2;"Master di Secondo Livello";;
071103;"AFFIDO ETEROFAMILIARE SUPPORTATO";M1;"Master di Primo Livello";;
102512;"QUANTITATIVE FINANCE AND INSURANCE  - FINANZA QUANTITATIVA E ASSICURAZIONI";LM;"Laurea Magistrale";http://www.masters-finins.unito.it;
010801;"ISPEZIONE DEGLI ALIMENTI DI ORIGINE ANIMALE";SP3;"Scuola di Specializzazione";;
102111;"BUSINESS ADMINISTRATION (MBA)";M1;"Master di Primo Livello";;
700966;"MANAGEMENT INFERMIERISTICO IN GERIATRIA";M1;"Master di Primo Livello";;
071105;"PSICOLOGIA CLINICA IN ONCOLOGIA E NELLE PATOLOGIE AD ALTO CARICO EMOTIVO";M2;"Master di Secondo Livello";;
090127;"PUBLIC PROCUREMENT MANAGEMENT FOR SUSTAINABLE DEVELOPMENT";M1;"Master di Primo Livello";;
004106;"INTERNATIONAL ORGANIZATION, INTENATIONAL CRIMINAL LAW AND CRIME PREVENTION";M1;"Master di Primo Livello";;
009108;"ORGANIZZAZIONE E SVILUPPO DELLE RISORSE UMANE";M2;"Master di Secondo Livello";;
070505;"SCIENZE DELLE PROFESSIONI SANITARIE TECNICHE DIAGNOSTICHE";LM;"Laurea Magistrale";http://diagnostiche.campusnet.unito.it/do/home.pl;
700973;"ENDOSCOPIA DIGESTIVA";M1;"Master di Primo Livello";;
092402;"LA GESTIONE DI INTERVENTI INTEGRATI PER LE POLITICHE DI WELFARE";CAFP;"Corsi di alta formazione professionale";;
700971;"ALTA SPECIALIZZAZIONE IN TECNICHE AUDIOPROTESICHE";M1;"Master di Primo Livello";;
008240;"CHIMICA INDUSTRIALE";LS;"Laurea specialistica";www.chimicaindustriale.unito.it;
070305;"OSTETRICIA (ABILITANTE ALLA PROFESSIONE SANITARIA DI OSTETRICA/O)";LT;"Laurea triennale (DM509)";www.laureaostetricia.unito.it;
006210;"RAPPRESENTAZIONE AUDIOVISIVA E MULTIMEDIALE: LINGUAGGI, FORME, TEORIE.";LS;"Laurea specialistica";;
004203;GIURISPRUDENZA;LS;"Laurea specialistica";www.giurisprudenza.unito.it;
006206;"FORMAZIONE DEI FORMATORI";LS;"Laurea specialistica";www.sciform.unito.it;
007827;OFTALMOLOGIA;SP5;"Scuola di Specializzazione";;
007810;EMATOLOGIA;SP5;"Scuola di Specializzazione";;
007811;"ENDOCRINOLOGIA E MALATTIE DEL RICAMBIO";SP5;"Scuola di Specializzazione";;
004703;"DIRITTO ED ECONOMIA PER LE IMPRESE";L;"Laurea triennale (DM270)";www.giurisprudenza.unito.it;
006512;"CINEMA E NUOVI MEDIA";LM;"Laurea Magistrale";http://sciformspec.campusnet.unito.it;
057106;"A445 - LINGUA STRANIERA (SPAGNOLO)";TFA;"Tirocinio formativo attivo";;
071108;"GESTIONE CLINICA DELLE TALASSEMIE ED EMOGLOBINOPATIE";M2;"Master di Secondo Livello";;
007920;"ORTOGNATODONZIA E GNATOLOGIA (FUNZIONE MASTICATORIA)";M2;"Master di Secondo Livello";;
071109;"MINDFULNESS CLINICA-STRUMENTI PER L'APPLICAZIONE DELLA MINDFULNESS ALLA RIDUZIONE DELLA SOFFERENZA UMANA INDIVIDUALE E RELAZIONALE";M1;"Master di Primo Livello";;
2701L31;"DAMS (DISCIPLINE DELLE ARTI, DELLA MUSICA E DELLO SPETTACOLO)";L;"Laurea triennale (DM270)";http://cdsdams.campusnet.unito.it/do/home.pl;
2304M21;"ECONOMICS / ECONOMIA";LM;"Laurea Magistrale";http://www.masters-economics.unito.it/do/home.pl;
008110;"MATERIALI, MATEMATICA E MODELLI PER LA PRODUZIONE E LA PROGETTAZIONE";M2;"Master di Secondo Livello";;
102405;"ORGANIZZAZIONE E CONTROLLO DEI COSTI NELLA SANITA' PUBBLICA";CAFP;"Corsi di alta formazione professionale";;
M11002;"CURE PALLIATIVE E TERAPIA DEL DOLORE";M1;"Master di Primo Livello";;
PAS009;"A031 - EDUCAZIONE MUSICALE NEGLI ISTITUTI DI ISTRUZIONE SECONDARIA DI II GRADO";PAS;"Percorso abilitante speciale";;
M12003;"MANAGEMENT DELL'OSPITALITA' E DELLO SPORT";M1;"Master di Primo Livello";;
CFP001;"LA GESTIONE DELLA BANCA: ORGANIZZAZIONE E CREDITO";CAFP;"Corsi di alta formazione professionale";;
CFP002;"USO E INTERPRETAZIONE DEI DATI PER LE POLITICHE SOCIALI";CAFP;"Corsi di alta formazione professionale";;
CFP009;"QUESTIONI DI FAMIGLIA";CAFP;"Corsi di alta formazione professionale";;
CFP012;"BURNOUT: GESTIONE DELLO STRESS ED EFFICACIA COMUNICATIVA PER GLI OPERATORI DEI SERVIZI";CAFP;"Corsi di alta formazione professionale";;
M21010;"CURE PALLIATIVE E TERAPIA DEL DOLORE PER PSICOLOGI";M2;"Master di Secondo Livello";;
M11015;"GOUVERNANCE ET MANAGEMENT DES MARCHE PUBLICS EN APPUI AU DEVELOPPEMENT DURABLE";M1;"Master di Primo Livello";;
CFP024;"MANAGEMENT BILANCIO UNICO E TESORERIA NELL'UNIVERSITÀ";CAFP;"Corsi di alta formazione professionale";;
CFP030;"NUOVI MODELLI ORGANIZZATIVI APPLICATI ALLA P.A. LA LEAN ORGANISATION";CAFP;"Corsi di alta formazione professionale";;
CFP031;"LA VALUTAZIONE DELLA RICERCA NELLE UNIVERSITÀ";CAFP;"Corsi di alta formazione professionale";;
CFP026;"IL DIRITTO AMMINISTRATIVO DELLA PREVENZIONE E DEL CONTRASTO ALLA CORRUZIONE IN PARTICOLARE NEI CONTRATTI PUBBLICI";CAFP;"Corsi di alta formazione professionale";;
TFA039;"A004 - ARTE DEL TESSUTO DELLA MODA E DEL COSTUME";TFA;"Tirocinio formativo attivo";;
M21001;"ECOCARDIOGRAFIA IN AMBITO CARDIOCHIRURGICO, INTERVENTISTICO ED INTENSIVISTICO";M2;"Master di Secondo Livello";;
M21003;"ESPERTO DI METODOLOGIA A.B.A. PER I DISTURBI DELLO SPETTRO AUTISTICO";M2;"Master di Secondo Livello";;
290511;"SCIENZE VITICOLE ED ENOLOGICHE";LM;"Laurea Magistrale";http://agraria-offdid.campusnet.unito.it/do/home.pl/View?doc=paginecds/sc_vitic_enol_270_magistrali.html;
290701;"LINGUA E CULTURA ITALIANA PER STRANIERI";L;"Laurea triennale (DM270)";http://www.italicon.it/it/index.asp?codpage=laurea_t_b;
0304M21;"COMUNICAZIONE, ICT E MEDIA";LM;"Laurea Magistrale";http://www.didattica-cps.unito.it;
1105L31;"AMMINISTRAZIONE AZIENDALE";L;"Laurea triennale (DM270)";www.amministrazione-aziendale.unito.it/do/home.pl;
PAS019;"A060 - SCIENZE NATURALI, CHIMICA E GEOGRAFIA, MICROBIOLOGIA";PAS;"Percorso abilitante speciale";;
PASA06;"A051 - MATERIE LETTERARIE E LATINO NEI LICEI E NELL'ISTITUTO MAGISTRALE (UPO)";PAS;"Percorso abilitante speciale";;
PASP06;"C310 - LABORATORIO DI INFORMATICA INDUSTRIALE";PAS;"Percorso abilitante speciale";;
PAS028;"A446 - LINGUA E CIVILTA' STRANIERA (SPAGNOLO)";PAS;"Percorso abilitante speciale";;
M12005;"APPLIED LABOUR ECONOMICS FOR DEVELOPMENT";M1;"Master di Primo Livello";;
CFP005;"PARI OPPORTUNITA' A SCUOLA. STRATEGIE DI CONVIVENZA, DI CONTRASTO, DI SOSTEGNO";CAFP;"Corsi di alta formazione professionale";;
TFA019;"A034 - ELETTRONICA";TFA;"Tirocinio formativo attivo";;
M22006;"ECOGRAFIA DIAGNOSTICA E INTERVENTISTICA MUSCOLO-SCHELETRICA";M2;"Master di Secondo Livello";;
TFA029;"A013 - CHIMICA E TECNOLOGIE CHIMICHE";TFA;"Tirocinio formativo attivo";;
TFA054;"A057 - SCIENZA DEGLI ALIMENTI";TFA;"Tirocinio formativo attivo";;
TFA033;"A070 - TECNOLOGIE TESSILI";TFA;"Tirocinio formativo attivo";;
TFA058;"A245,A246: LINGUA STRANIERA (FRANCESE), LINGUA E CIVILTA' STRANIERA (FRANCESE)";TFA;"Tirocinio formativo attivo";;
M22010;"GESTIONE CLINICA DEI CASI ORTODONTICI COMPLESSI";M2;"Master di Secondo Livello";;
CPA005;"CONSULENZA TECNICA E PERIZIA MEDICO LEGALE NELLA RESPONSABILITA' SANITARIA";CPA;"Corso di Perfezionamento";;
M21016;"OPEN INNOVATION & INTELLECTUAL PROPERTY";M2;"Master di Secondo Livello";;
CPA006;"CHIRURGIA RICOSTRUTTIVA ED ONCOLOGICA IN UROLOGIA";CPA;"Corso di Perfezionamento";;
M11020;"QUALITA' E SICUREZZA DEGLI ALIMENTI";M1;"Master di Primo Livello";;
M11028;"MANAGEMENT DELL'OSPITALITA' E DELLO SPORT";M1;"Master di Primo Livello";;
TFA014;"A027 - DISEGNO TECNICO ED ARTISTICO";TFA;"Tirocinio formativo attivo";;
TFA008;"A072 - TOPOGRAFIA GENERALE, COSTRUZIONI RURALI E DISEGNO";TFA;"Tirocinio formativo attivo";;
TFA012;"A024 - DISEGNO E STORIA DEL COSTUME";TFA;"Tirocinio formativo attivo";;
TFA035;"A071 - TECNOLOGIA E DISEGNO TECNICO";TFA;"Tirocinio formativo attivo";;
371001;"IMPLANTOLOGIA BIOLOGICAMENTE GUIDATA";CPA;"Corso di Perfezionamento";;
